"Prevalence_ID","Topography","Topo_code","Morphology","Morpho_code","Sample_analyzed","Sample_mutated","Population","Country","Comment","Ref_ID","Cross_Ref_ID","Title","Authors","S_Ref_Year","Journal","Volume","Start_page","End_page","PubMed","Ref_comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11","Exclude_analysis","WGS_WXS"
"1045","PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM","C47","Malignant peripheral nerve sheath tumor","9540/3","11","1","Southern Europe","Italy","NF1 cases","1618","","Rb and TP53 pathway alterations in sporadic and NF1-related malignant peripheral nerve sheath tumors","Birindelli S;Perrone F;Oggionni M;Lavarino C;Pasini B;Vergani B;Ranzani GN;Pierotti MA;Pilotti S;","2001","Lab Invest","81","833","844","11406645","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1046","PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM","C47","Malignant peripheral nerve sheath tumor","9540/3","14","6","Southern Europe","Italy","Sporadic cases","1618","","Rb and TP53 pathway alterations in sporadic and NF1-related malignant peripheral nerve sheath tumors","Birindelli S;Perrone F;Oggionni M;Lavarino C;Pasini B;Vergani B;Ranzani GN;Pierotti MA;Pilotti S;","2001","Lab Invest","81","833","844","11406645","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1047","COLORECTUM, NOS","C18-C20","Adenocarcinoma, NOS","8140/3","15","5","NA","NA","Advanced stage cases (Dukes's C or D)","1619","1619","Intratumor genetic heterogeneity in advanced human colorectal adenocarcinoma","Baisse B;Bouzourene H;Saraga EP;Bosman FT;Benhattar J;","2001","Int J Cancer","93","346","352","11433398","See ref 2145","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1048","BREAST","C50","Cancer, NOS","8000/3","85","31","Northern America","USA","Current smokers","1621","","Prevalence and spectrum of p53 mutations associated with smoking in breast cancer","Conway K;Edmiston SN;Cui L;Drouin SS;Pang J;He M;Tse CK;Geradts J;Dressler L;Liu ET;Millikan R;Newman B;","2002","Cancer Res","62","1987","1995","11929815","","fixed","DNA","SSCP","direct","false","false","true","true","true","true","true","false","false","false","false","No"
"1049","BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES","C41","Osteosarcoma, NOS (C40._, C41._)","9180/3","272","60","NA","NA","","1622","1622","Comparison of p53 mutations in patients with localized osteosarcoma and metastatic osteosarcoma","Gokgoz N;Wunder JS;Mousses S;Eskandarian S;Bell RS;Andrulis IL;","2001","Cancer","92","2181","2189","11596036","See ref 2126","frozen","DNA","SSCP","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"1052","ESOPHAGUS","C15","Barrett's esophagus","73330","102","10","NA","NA","","1628","","Molecular alterations of Barrett's esophagus on microdissected endoscopic biopsies","Romagnoli S;Roncalli M;Graziani D;Cassani B;Roz E;Bonavina L;Peracchia A;Bosari S;Coggi G;","2001","Lab Invest","81","241","247","11233972","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1053","ESOPHAGUS","C15","Carcinoma, NOS","8010/3","17","2","NA","NA","","1630","","Detection of Human Papillomavirus DNA and p53 Gene Mutations in Esophageal Cancer Samples and Adjacent Normal Mucosa","Astori G;Merluzzi S;Arzese A;Brosolo P;de Pretis G;Maieron R;Pipan C;Botta GA;","2001","Digestion","64","9","14","11549832","","frozen","DNA","SSCP","cloned","false","false","false","true","true","true","true","false","false","false","false","No"
"1054","ADRENAL GLAND","C74","Carcinoma, NOS","8010/3","14","8","NA","NA","","1632","","Molecular analysis of CDKN1C and TP53 in sporadic adrenal tumors","Barzon L;Chilosi M;Fallo F;Martignoni G;Montagna L;Palu G;Boscaro M;","2001","Eur J Endocrinol","145","207","212","11454518","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1056","BRAIN","C71","Oligodendroglioma, NOS (C71._)","9450/3","16","5","Northern America","USA","","1634","","Losses of chromosomal arms 1p and 19q in the diagnosis of oligodendroglioma. A study of paraffin-embedded sections","Burger PC;Minn AY;Smith JS;Borell TJ;Jedlicka AE;Huntley BK;Goldthwaite PT;Jenkins RB;Feuerstein BG;","2001","Mod Pathol","14","842","853","11557779","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1057","EYE AND ADNEXA","C69","Marginal zone B-cell lymphoma, NOS","9699/3","16","1","South Eastern Asia","Chinese Taipei (Taiwan)","","1636","","Molecular analysis of mucosa-associated lymphoid tissue (MALT) lymphoma of ocular adnexa","Chen PM;Chiou TJ;Yu IT;Fan FS;Chu CJ;Kao SC;Wang WS;Liu JH;Hsu WM;Yang MH;Chao TC;Tai CJ;Hsiao LT;Lin JT;Yen CC;","2001","Leuk Lymphoma","42","207","214","11699208","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"1059","BRAIN","C71","Pleomorphic xanthoastrocytoma (C71._)","9424/3","47","1","Northern America","USA","","1638","","Analysis of p53 mutation and expression in pleomorphic xanthoastrocytoma","Giannini C;Hebrink D;Scheithauer BW;Dei Tos AP;James CD;","2001","Neurogenetics","3","159","162","11523567","","fixed","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1060","HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS","C42","Chronic myeloid leukemia, NOS","9863/3","65","0","Eastern Asia","Japan","Chronic phase","1640","","Mutation of the p51/p63 gene is associated with blastic crisis in chronic myelogenous leukemia","Yamaguchi H;Inokuchi K;Sakuma Y;Dan K;","2001","Leukemia","15","1729","1734","11681414","","","DNA","SSCP","cloned","false","false","false","true","true","true","true","false","false","false","false","No"
"1061","HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS","C42","Chronic myeloid leukemia, NOS","9863/3","51","4","Eastern Asia","Japan","Blastic crisis phase","1640","","Mutation of the p51/p63 gene is associated with blastic crisis in chronic myelogenous leukemia","Yamaguchi H;Inokuchi K;Sakuma Y;Dan K;","2001","Leukemia","15","1729","1734","11681414","","","DNA","SSCP","cloned","false","false","false","true","true","true","true","false","false","false","false","No"
"1062","BREAST","C50","Cancer, NOS","8000/3","126","46","Eastern Asia","China","","1661","","p53 mutation in plasma DNA and its prognostic value in breast cancer patients","Shao ZM;Wu J;Shen ZZ;Nguyen M;","2001","Clin Cancer Res","7","2222","2227","11489795","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1063","PROSTATE GLAND","C61","Cancer, NOS","8000/3","58","8","Northern America","USA","","1660","","Overexpression of p53 in prostate carcinoma is associated with improved overall survival but not predictive of response to radiotherapy","Incognito LS;Cazares LH;Schellhammer PF;Kuban DA;Van Dyk EO;Moriarty RP;Wright GL;Somers KD;","2000","Int J Oncol","17","761","769","10995889","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"1064","BRONCHUS AND LUNG","C34","Non-small cell carcinoma (C34._)","8046/3","81","13","South Eastern Asia","Chinese Taipei (Taiwan)","","1659","1072","MDM2 mRNA expression is a favorable prognostic factor in non-small-cell lung cancer","Ko JL;Cheng YW;Chang SL;Su JM;Chen CY;Lee H;","2000","Int J Cancer","89","265","270","10861503","","frozen","RNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1065","COLON","C18","Carcinoma, NOS","8010/3","70","43","Northern America","USA","","1658","","Prognostic value of TP53 and K-ras-2 mutational analysis in stage III carcinoma of the colon","Pricolo VE;Finkelstein SD;Wu TT;Keller G;Bakker A;Swalsky PA;Bland KI;","1996","Am J Surg","171","41","46","8554149","","fixed","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1066","OVARY","C56","Cancer, NOS","8000/3","80","31","Western Europe","The Netherlands","","1657","","Reduced expression of BAX is associated with poor prognosis in patients with epithelial ovarian cancer: a multifactorial analysis of TP53, p21, BAX and BCL-2","Schuyer M;van der Burg ME;Henzen-Logmans SC;Fieret JH;Klijn JG;Look MP;Foekens JA;Stoter G;Berns EM;","2001","Br J Cancer","85","1359","1367","11720475","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1067","BRAIN","C71","Astrocytoma, NOS (C71._)","9400/3","167","33","Northern America","USA","Grade 3-4 astrocytomas","1656","","PTEN mutation, EGFR amplification, and outcome in patients with anaplastic astrocytoma and glioblastoma multiforme","Smith JS;Tachibana I;Passe SM;Huntley BK;Borell TJ;Iturria N;O'Fallon JR;Schaefer PL;Scheithauer BW;James CD;Buckner JC;Jenkins RB;","2001","J Natl Cancer Inst","93","1246","1256","11504770","","fixed","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1068","BREAST","C50","Cancer, NOS","8000/3","79","19","Western Europe","France","","1655","","MDR1 and thymidylate synthase (TS) gene expressions in advanced breast cancer: relationships to drug exposure, p53 mutations, and clinical outcome of the patients","Lizard-Nacol S;Genne P;Coudert B;Riedinger JM;Arnal M;Sancy C;Brunet-Lecomte P;Fargeot P;","1999","Anticancer Res","19","3575","3581","10629655","","","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"1069","BRAIN","C71","Glioma, malignant (C71._)","9380/3","121","40","Northern America","USA","","1654","1577","Expression of p53 and prognosis in children with malignant gliomas","Pollack IF;Finkelstein SD;Woods J;Burnham J;Holmes EJ;Hamilton RL;Yates AJ;Boyett JM;Finlay JL;Sposto R;","2002","N Engl J Med","346","420","427","11832530","","fixed","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1071","BLADDER","C67","Cancer, NOS","8000/3","140","75","Northern America","USA","","1626","1626","Impact of alterations affecting the p53 pathway in bladder cancer on clinical outcome, assessed by conventional and array-based methods","Lu ML;Wikman F;Orntoft TF;Charytonowicz E;Rabbani F;Zhang Z;Dalbagni G;Pohar KS;Yu G;Cordon-Cardo C;","2002","Clin Cancer Res","8","171","179","11801555","","frozen","DNA","SSCP/AmpliChip","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"1072","COLON","C18","Cancer, NOS","8000/3","1464","665","Northern America","USA","","1652","","Prognostic significance of p53 mutations in colon cancer at the population level","Samowitz WS;Curtin K;Ma KN;Edwards S;Schaffer D;Leppert MF;Slattery ML;","2002","Int J Cancer","99","597","602","11992552","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1073","ESOPHAGUS","C15","Adenocarcinoma, NOS","8140/3","59","30","Western Europe","Germany","Barrett's esophagus","1651","","P53 mutational status improves estimation of prognosis in patients with curatively resected adenocarcinoma in Barrett's esophagus","Schneider PM;Stoeltzing O;Roth JA;Hoelscher AH;Wegerer S;Mizumoto S;Becker K;Dittler HJ;Fink U;Siewert JR;","2000","Clin Cancer Res","6","3153","3158","10955797","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"1074","COLORECTUM, NOS","C18-C20","Cancer, NOS","8000/3","110","41","Eastern Asia","Japan","","1650","","p53 mutation found to be a significant prognostic indicator in distal colorectal cancer","Okubo R;Masuda H;Nemoto N;","2001","Oncol Rep","8","509","514","11295071","","frozen","RNA","none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"1075","COLORECTUM, NOS","C18-C20","Cancer, NOS","8000/3","132","66","Southern Europe","Spain","","1649","1649","p53 and K-ras gene mutations correlate with tumor aggressiveness but are not of routine prognostic value in colorectal cancer","Tortola S;Marcuello E;Gonzalez I;Reyes G;Arribas R;Aiza G;Sancho FJ;Peinado MA;Capella G;","1999","J Clin Oncol","17","1375","1381","10334521","","frozen","DNA","SSCP","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"1077","BRONCHUS AND LUNG","C34","Non-small cell carcinoma (C34._)","8046/3","103","46","NA","NA","","1647","","Multiple molecular marker testing (p53, C-Ki-ras, c-erbB-2) improves estimation of prognosis in potentially curative resected non-small cell lung cancer","Schneider PM;Praeuer HW;Stoeltzing O;Boehm J;Manning J;Metzger R;Fink U;Wegerer S;Hoelscher AH;Roth JA;","2000","Br J Cancer","83","473","479","10945494","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"1079","COLORECTUM, NOS","C18-C20","Cancer, NOS","8000/3","56","28","Northern America","USA","","1645","","p53 tumor suppressor gene mutations predict decreased survival of patients with sporadic colorectal carcinoma","Kahlenberg MS;Stoler DL;Rodriguez-Bigas MA;Weber TK;Driscoll DL;Anderson GR;Petrelli NJ;","2000","Cancer","88","1814","1819","10760757","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"1080","COLORECTUM, NOS","C18-C20","Cancer, NOS","8000/3","189","99","Northern Europe","Sweden","","1644","","Prognostic value of p53 genetic changes in colorectal cancer","Kressner U;Inganas M;Byding S;Blikstad I;Pahlman L;Glimelius B;Lindmark G;","1999","J Clin Oncol","17","593","599","10080604","","frozen","RNA","none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"1081","RECTUM","C20","Cancer, NOS","8000/3","96","38","Northern Europe","Finland","Female patients","1643","1450","K-ras and p53 mutations and overexpressions as prognostic factors in female rectal carcinoma","Hirvikoski P;Auvinen A;Servomaa K;Kiuru A;Rytomaa T;Makkonen K;Kosma VM;","1999","Anticancer Res","19","685","691","10216477","","fixed","DNA","SSCP","direct","false","false","true","true","true","true","true","false","false","false","false","No"
"1082","BREAST","C50","Cancer, NOS","8000/3","97","34","Northern America","USA","","613","64","Mutation detection by highly sensitive methods indicates that p53 gene mutations in breast cancer can have important prognostic value","Kovach JS;Hartmann A;Blaszyk H;Cunningham J;Schaid D;Sommer SS;","1996","Proc Natl Acad Sci U S A","93","1093","1096","0008577720","See ref 73, 406, 467 and 1642","","DNA","ddF","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"1083","BREAST","C50","Cancer, NOS","8000/3","163","35","Northern Europe","Norway","","234","66","Prognostic significance of TP53 alterations in breast carcinoma","Andersen TI;Holm R;Nesland JM;Heimdal KR;Ottestad L;Borresen AL;","1993","Br J Cancer","68","540","548","0008102535","See also ref 1764, add info from ref 2369","frozen","DNA","DGGE","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1084","BREAST","C50","Cancer, NOS","8000/3","192","43","Northern America","USA","","327","","p53 gene mutations and steroid receptor status in breast cancer. Clinicopathologic correlations and prognostic assessment","Caleffi M;Teague MW;Jensen RA;Vnencak-Jones CL;Dupont WD;Parl FF;","1994","Cancer","73","2147","2156","0008156519","","","DNA","DGGE","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"1086","OVARY","C56","Cancer, NOS","8000/3","41","29","Northern Europe","Norway","","1014","","Therapy effect of either paclitaxel or cyclophosphamide combination treatment in patients with epithelial ovarian cancer and relation to TP53 gene status","Smith-Sorensen B;Kaern J;Holm R;Dorum A;Trope C;Borresen-Dale AL;","1998","Br J Cancer","78","375","381","0009703286","","frozen","DNA","TTGE","direct","true","false","false","true","true","true","true","true","false","true","false","No"
